StatLevel/internal05,"老陽"
Story/D_5_3_1_014,"二位請隨我來，入內用茶和點心。"
Story/D_5_3_1_013,"多謝唐前輩，多謝唐小娘子，我一定好好表現， 不教你們失望。"
Story/D_5_3_1_012,"好極，凡兒，唐三俠也對你另眼相看。 你可要好好表現。"
Story/D_5_3_1_011,"賢侄既通過考核，人品想必沒話說， 便請二位隨門人出外用茶，稍坐片刻再回。 明日武試，還要請賢侄展露武功、武德。"
Story/D_5_3_1_010,"師兄我也覺得，這位少俠方才答非所問，才學有限， 武功還未可知，卻還差點兒骨氣。"
Story/D_5_3_1_009,"還好。"
Story/D_5_3_1_008,"小師妹，妳看這人如何？"
Story/D_5_3_1_007,"……。"
Story/D_5_3_1_006,"辛苦二位遠道而來，幸會，幸會。"
Story/D_5_3_1_005,"實不相瞞，我一見唐小娘子的花容月貌，就……就情根深種， 無法自拔，我若有幸得唐小娘子垂青，終生不敢有負。 我會敬妳、愛妳，把妳當菩薩供奉，妳叫往東，我絕不敢往西。"
Story/D_5_3_1_004,"唐三俠，我這易凡姪兒就是這毛病，謙虛，太～謙虛。 搞得我們都不知他武功進境如何，眨巴個眼睛，武功都比我還高了。 將來更是不可限量，想來作唐門快婿，也不至辱沒唐家千金。"
Story/D_5_3_1_003,"你可是要討媳婦，謙什麼？要讓人家唐小娘子知道你的優點才行啊。 你打的二人，那是普通的貨色嗎？那可是兩名七袋長老。 單一人挑出來，都是江湖上赫赫有名的人物。"
Story/D_5_3_1_002,"叔叔，這兒都是武功高強的前輩高人，姪兒怎敢自賣自誇？ 我在江陵也沒多大貢獻，只是追隨各位前輩，四處衝殺而已。 從頭到尾，也只打敗兩人而已，何足掛齒。"
Story/D_5_3_1_001,"唐三俠，我這侄兒易凡一表人才，雖說無門無派， 武功是他家一脈單傳，可是近年在江湖也闖下不小功績， 比方說吧，前回那江陵大戰。"
Story/D_5_2_7_1_159,"剛才答應我的事，不能忘記哦？"
Story/D_5_2_7_1_158,"好。"
Story/D_5_2_7_1_157,"我要走啦。"
Story/D_5_2_7_1_156,"……不客氣。"
Story/D_5_2_7_1_155,"……這是我的榮幸。"
Story/D_5_2_7_1_154,"謝謝你。"
Story/D_5_2_7_1_153,"嗯。"
Story/D_5_2_7_1_152,"這麼快就想家了？"
Story/D_5_2_7_1_151,"在這兒。"
Story/D_5_2_7_1_150,"師兄。"
Story/N_5_2_7_1_010,"小師妹抹去睫毛上的晶瑩淚珠，回過頭來的時候，已是平時淡漠神色。"
Story/D_5_2_7_1_149,"嗯……。"
Story/N_5_2_7_1_009,"小師妹兀自啼哭不休，你也不催趕，只是陪伴，由她盡情宣洩。"
Story/D_5_2_7_1_148,"那怕與世為敵，也無所畏懼。 我只退讓這麼一次，算是報答師門恩情。 妳再讓我逮到機會，就算傷天害理，我也會搶妳回家。"
Story/D_5_2_7_1_147,"我會全力以赴。"
Story/D_5_2_7_1_146,"你保證？"
Story/D_5_2_7_1_145,"我和妳約定，如果妳過得不好，感到寂寞的話，就呼喚我吧。 天涯海角，我也會去接妳回家。"
Story/D_5_2_7_1_144,"……不行喔。"
Story/O_5_2_7_1_004,"不行"
Story/D_5_2_7_1_143,"可是……他們待我再好，也是別人啊。 我不要好的，我不想認路了，我只想在家和大家在一起……不行嗎？"
Story/D_5_2_7_1_142,"小師妹，妳一個人也要勇敢。 離此而去以後，妳會有更大更好的新家，為妳遮風擋雨， 會有新的家人，替我們將妳捧在手心。"
Story/D_5_2_7_1_141,"……。"
Story/D_5_2_7_1_140,"拍拍。"
Story/D_5_2_7_1_139,"……。"
Story/D_5_2_7_1_138,"可是我後悔了，我怕再也見不到大家。 一但睡著了，今天就要過去了。 還能在家的日子，越來越少了……。"
Story/D_5_2_7_1_137,"我以為自己想好了……。"
Story/D_5_2_7_1_136,"……。"
Story/D_5_2_7_1_135,"真、真的嗎？原來我在妳心目中這麼重要嗎？"
Story/D_5_2_7_1_134,"……是我害怕見不到你。"
Story/D_5_2_7_1_133,"是怎樣？"
Story/D_5_2_7_1_132,"好像是這樣……。"
Story/D_5_2_7_1_131,"和妳說笑的呢，妳竟驚得呆了，未免太傷人了。"
Story/D_5_2_7_1_130,"妳方才不是說好奇嗎？"
Story/D_5_2_7_1_129,"不是，我沒有要下山。"
Story/D_5_2_7_1_128,"妳在這等我，我去拿一盞燈籠，就帶妳下山。"
Story/D_5_2_7_1_127,"真拿妳沒辦法，也是，我要是有親可成，甭說前一晚別想睡， 只怕會三天三夜都緊張得闔不上眼。"
Story/D_5_2_7_1_126,"還真是啊。"
Story/D_5_2_7_1_125,"好像是這樣……。"
Story/D_5_2_7_1_124,"我說笑的啦～ 還是說，妳實在好奇，想讓我帶妳下山，打聽求親俠士們的消息嗎？"
Story/D_5_2_7_1_123,"……。"
Story/O_5_2_7_1_003,"妳怕嫁了以後見不到我"
Story/D_5_2_7_1_122,"好。"
Story/D_5_2_7_1_121,"我走了。"
Story/D_5_2_7_1_120,"……不客氣。"
Story/D_5_2_7_1_119,"……這是我的榮幸。"
Story/D_5_2_7_1_118,"謝謝你。"
Story/D_5_2_7_1_117,"嗯……師兄。"
Story/D_5_2_7_1_116,"那就好，我就知道小師妹菩薩心腸，一定不忍見我陷進無地自容的絕境。"
Story/D_5_2_7_1_115,"你不唱就不唱，何必跳崖。"
Story/D_5_2_7_1_114,"噗哧。"
Story/D_5_2_7_1_113,"能不能打個商量，我去跳崖，這歌就不唱了？"
Story/D_5_2_7_1_112,"怎麼啦？不會想讓我再唱一回吧？ 妳不會這麼凶殘吧？"
Story/D_5_2_7_1_111,"師兄。"
Story/T_5_2_7_1_009,"……就像昨天的事情一樣。"
Story/T_5_2_7_1_008,"每到這時，師兄就會唱這首山歌給我聽，逗我開心。 師姐們罵他、作勢打他，我還覺得有趣，很壞心跟著笑。 直到師姐們真的生氣了，我不想師兄被罵，才叫他不要唱的。"
Story/T_5_2_7_1_007,"娘親走的時候，我每晚都止不住流淚。 如果那時沒人看著我，說不定我會出發去尋娘親。"
Story/D_5_2_7_1_110,"那就好。"
Story/D_5_2_7_1_109,"……呵呵，哈。"
Story/D_5_2_7_1_108,"可是很好笑，呵呵。"
Story/D_5_2_7_1_107,"那妳還讓我唱！"
Story/D_5_2_7_1_106,"難聽。"
Story/D_5_2_7_1_105,"怎麼樣，我唱得好聽嗎？"
Story/D_5_2_7_1_104,"我還以為你真的生氣了。"
Story/D_5_2_7_1_103,"……我、我說笑的。"
Story/N_5_2_7_1_008,"小師妹輕輕牽了你的衣角，都沒說一句話，就制止了你的暴行。"
Story/D_5_2_7_1_102,"……。"
Story/D_5_2_7_1_101,"不必，我進來了！"
Story/D_5_2_7_1_100,"哼，這群臭小子……別、別理他們。 他們只敢說說而已啦。"
Story/D_5_2_7_1_099,"你才閉嘴啦，不要逼我們出去打你！"
Story/D_5_2_7_1_098,"對啊，今天不是你頭七嗎？給我閉嘴睡你們的！"
Story/N_5_2_7_1_007,"你被一通怒罵，羞愧得恨不得挖個洞鑽進去。"
Story/D_5_2_7_1_097,"……嘿，嘿嘿。"
Story/D_5_2_7_1_096,"你半夜不睡覺鬼哭狼嚎是在招魂哦！"
Story/D_5_2_7_1_095,"媽巴羔子咧師兄！不要唱了啦！難聽死了！"
Story/D_5_2_7_1_094,"唉唷我的小師妹～為何悲傷那麼久～ 阿哥怎生捨得妳～把淚恣意流～再哭就把妳～拿來作老婆～"
Story/D_5_2_7_1_093,"快看河邊有牛～牛牛扭妞牛～ 快看樹下有狗～狗勾寶煲狗～"
Story/D_5_2_7_1_092,"阿妹妳岸上走～阿哥我水裡游～ 我是調皮的小蝌蚪～要帶妳郊遊～"
Story/D_5_2_7_1_091,"咳嗯。"
Story/D_5_2_7_1_090,"好吧，這可是妳說的。"
Story/T_5_2_7_1_006,"小師妹很少這樣主動提出什麼要求啊……。 是因為離別將近了，想要撒嬌嗎？"
Story/D_5_2_7_1_089,"就要那個。"
Story/D_5_2_7_1_088,"……那個？不要那個吧？"
Story/D_5_2_7_1_087,"我小時候，你在窗下唱的那個。"
Story/D_5_2_7_1_086,"實不相瞞，妳師兄我五音不全， 就只會唱山歌，就不知妳說的是哪一首？"
Story/D_5_2_7_1_085,"我要聽你以前唱過的山歌。"
Story/D_5_2_7_1_084,"好是好，不過怎麼會有人想聽我唱歌。"
Story/T_5_2_7_1_005,"咦？唱歌哄睡就比較成熟嗎？"
Story/D_5_2_7_1_083,"師兄，你唱歌給我聽，好嗎？"
Story/D_5_2_7_1_082,"居然被拒絕了。"
Story/D_5_2_7_1_081,"不要，我又不是小孩子。"
Story/D_5_2_7_1_080,"有了，不如我說故事給妳聽吧。"
Story/D_5_2_7_1_079,"怎麼辦才好？"
Story/D_5_2_7_1_078,"這可怎麼辦呢？妳明天有得忙呢。 打瞌睡可不行。"
Story/D_5_2_7_1_077,"嗯。"
Story/D_5_2_7_1_076,"妳當真？"
Story/D_5_2_7_1_075,"嗯。"
Story/O_5_2_7_1_002,"妳睡不著"
Story/D_5_2_7_1_074,"好。"
Story/D_5_2_7_1_073,"我走了。"
Story/D_5_2_7_1_072,"……不客氣。"
Story/D_5_2_7_1_071,"……這是我的榮幸。"
Story/D_5_2_7_1_070,"謝謝你。"
Story/D_5_2_7_1_069,"什麼都可以，說吧。"
Story/D_5_2_7_1_068,"怎麼啦？還有什麼想要的？"
Story/D_5_2_7_1_067,"師兄。"
Story/D_5_2_7_1_066,"嗯。"
Story/D_5_2_7_1_065,"其實我沒哭，柴灰飄進眼睛裡而已。"
Story/D_5_2_7_1_064,"我沒事了，讓妳見笑了。"
Story/D_5_2_7_1_063,"好……。"
Story/D_5_2_7_1_062,"拍拍，師兄不哭了。"
Story/D_5_2_7_1_061,"……。"
Story/D_5_2_7_1_060,"……。"
Story/D_5_2_7_1_059,"嗯？嗯……。"
Story/D_5_2_7_1_058,"這是獎勵的拍拍嗎？"
Story/N_5_2_7_1_006,"驀地悲從中來，烤魚也不香了。 小師妹怔怔望著你的背影，感覺既熟悉又陌生。"
Story/D_5_2_7_1_057,"……。"
Story/T_5_2_7_1_004,"師兄待我可真好。 我嫁為人婦以後，就不能再這樣撒嬌了。"
Story/D_5_2_7_1_056,"好。"
Story/D_5_2_7_1_055,"妳悠著點吃，我收拾一下。 吃完記得用濃茶漱口，刷牙坐會兒消消食才能睡。"
Story/D_5_2_7_1_054,"啊！"
Story/D_5_2_7_1_053,"還有。"
Story/D_5_2_7_1_052,"沒了。"
Story/N_5_2_7_1_005,"小師妹兩眼放光，本來不餓的，越吃越饞， 吃完了烤魚，舔舔手指，意猶未盡。"
Story/D_5_2_7_1_051,"我用了醬油、白酒、橙汁、橙皮、梅子密封醃漬。"
Story/D_5_2_7_1_050,"嗯，甜甜的。"
Story/D_5_2_7_1_049,"好吃吧？非同小可吧？"
Story/D_5_2_7_1_048,"好好吃……！好厲害。"
Story/D_5_2_7_1_047,"……！"
Story/N_5_2_7_1_004,"小師妹本來不餓，但烤魚實在太香，越吃越開胃。"
Story/D_5_2_7_1_046,"妳喜歡就好。"
Story/D_5_2_7_1_045,"好吃……。"
Story/D_5_2_7_1_044,"呼，呼～"
Story/D_5_2_7_1_043,"好了，呵涼再吃。"
Story/D_5_2_7_1_042,"要。"
Story/D_5_2_7_1_041,"要胡椒嗎？"
Story/D_5_2_7_1_040,"那就刷醬吧。"
Story/D_5_2_7_1_039,"都可以。"
Story/D_5_2_7_1_038,"要醬烤，還是抹鹽？"
Story/D_5_2_7_1_037,"好。"
Story/D_5_2_7_1_036,"明日要招待客人，魚早就捉好放在伙房大水缸裡了。 我偷偷醃了一尾，剛好就祭妳五臟廟吧，來。"
Story/D_5_2_7_1_035,"明日要招待客人，魚早就捉好放在伙房大水缸裡了。 我偷偷給妳烤一條，諒必沒人察覺，走吧。"
Story/D_5_2_7_1_034,"可是……可是這麼晚了，還去溪裡捉魚烤嗎？"
Story/D_5_2_7_1_033,"我就知道妳。"
Story/D_5_2_7_1_032,"要。"
Story/D_5_2_7_1_031,"那妳要吃烤魚嗎？"
Story/D_5_2_7_1_030,"……沒有啊。"
Story/O_5_2_7_1_001,"妳餓了"
Story/D_5_2_7_1_029,"才不是。"
Story/D_5_2_7_1_028,"這個小師妹不對勁，該不會是冒牌貨吧？"
Story/T_5_2_7_1_003,"其實我更喜歡妳這樣這般恬靜溫柔的女子。"
Story/D_5_2_7_1_027,"我哪有……我話都說不好。"
Story/D_5_2_7_1_026,"妳又何嘗不是？"
Story/D_5_2_7_1_025,"因為雲裳很惹人憐愛呀。"
Story/D_5_2_7_1_024,"說妳像她，這麼開心幹嘛？"
Story/D_5_2_7_1_023,"有嗎。"
Story/D_5_2_7_1_022,"原來小師妹也會說這種俏皮話嗎？ 該不會是被雲裳影響了吧。"
Story/D_5_2_7_1_021,"妳讓我猜？"
Story/D_5_2_7_1_020,"呃……你、你猜？"
Story/D_5_2_7_1_019,"不說這個了，小師妹，妳找我有什麼事？"
Story/N_5_2_7_1_003,"小師妹露出了狐疑的眼神。"
Story/D_5_2_7_1_018,"是哦……。"
Story/D_5_2_7_1_017,"哪、哪有～我當然知道。"
Story/D_5_2_7_1_016,"……嗯，好奇怪。"
Story/D_5_2_7_1_015,"……這都什麼事啊……。"
Story/D_5_2_7_1_014,"可是你也沒和我說話啊。"
Story/D_5_2_7_1_013,"那妳怎麼都不說？"
Story/D_5_2_7_1_012,"……？ 什麼意思，你不知道我知道？"
Story/D_5_2_7_1_011,"那、那倒也是……妳莫非一直都知道我在窗外？"
Story/D_5_2_7_1_010,"可是你之前晚上找我，也都是到窗邊。"
Story/T_5_2_7_1_002,"小師妹夜裡與我幽會，傳出去比走正門還不妙啊。 不過我還是不提醒她好了。"
Story/T_5_2_7_1_001,"妳夜裡從窗捉我，二人私下見面，只怕更不妥吧。"
Story/D_5_2_7_1_009,"三師兄說要防於禮教。"
Story/D_5_2_7_1_008,"這、這倒無妨，妳有事找我，怎麼不走正門？"
Story/D_5_2_7_1_007,"對不住，我怕你喊出聲，才點你穴的。"
Story/D_5_2_7_1_006,"啊。"
Story/D_5_2_7_1_005,"咦？小──"
Story/D_5_2_7_1_004,"到底是──"
Story/N_5_2_7_1_002,"小手的主人鍥而不捨，又推了推你，誓要將你弄醒不可。"
Story/D_5_2_7_1_003,"……。"
Story/D_5_2_7_1_002,"不要……不要弄我……。"
Story/N_5_2_7_1_001,"一隻白膩小手從窗邊伸進來，推了推你。"
Story/D_5_2_7_1_001,"……。"
Story/D_5_2_6_4_020,"咳……咳，得、得收心，現在體虛，再這樣傷心，就得病了。"
Story/D_5_2_6_4_019,"……那一日眨個眼就已經到了啊，掌門。"
Story/D_5_2_6_4_018,"我的鈴兒還早呢，少說還要七、八年……不， 等到十年以後吧，那時爹要給妳辦得風風光光的，比今日還要熱鬧。 那一日，爹讓天下人都來祝福妳。"
Story/D_5_2_6_4_017,"我也是嗎？"
Story/D_5_2_6_4_016,"女兒家遲早要嫁人的，這不是壞事。"
Story/D_5_2_6_4_015,"我捨不得……師姐不能……不能不嫁嗎……？"
Story/D_5_2_6_4_014,"她要是回來，大家都會很歡喜。 但妳師姐嫁得很遠，從此有了新的家人，八成是不回來了。 妳要是還有話說，就要趁早。"
Story/D_5_2_6_4_013,"到別人家裡去，師姐還會回來嗎？"
Story/D_5_2_6_4_012,"這個嘛……就是嫁到別人家裡去，為人妻子。"
Story/D_5_2_6_4_011,"迎娶是幹嘛的？"
Story/D_5_2_6_4_010,"來迎娶妳師姐啊。"
Story/D_5_2_6_4_009,"好多陌生人，他們都來幹嘛的？"
Story/D_5_2_6_4_008,"爹爹……您在哪兒，好多人……鈴兒怕。"
Story/D_5_2_6_4_007,"那是你能掀的嗎！"
Story/D_5_2_6_4_006,"我要掀新娘紅蓋頭！"
Story/D_5_2_6_4_005,"迎親的轎子到門前了！"
Story/D_5_2_6_4_004,"好，好。"
Story/D_5_2_6_4_003,"啟稟掌門，香燭準備就緒。 請移駕去宗祠，等新人向您行拜見禮。"
Story/N_5_2_6_4_001,"這一夜風平浪靜。 唐家大院熄了燈火，就只風聲吹樹葉的颯颯響聲。 夜越深越靜，回憶就越是吵嚷。"
Story/D_5_2_6_4_002,"……好靜啊。"
Story/D_5_2_6_4_001,"……。"
Story/N_5_2_6_3_001,"你為了一點小錢無情無義的打倒了同門師弟。 還嫌他躺在地上礙眼，特地拎回弟子房去了。"
Story/D_5_2_6_2_009,"惡人啊……和四師兄如出一轍的貪財嘴臉……。"
Story/D_5_2_6_2_008,"記得準時，逾時不候，到時三師兄追究起來， 我這人太老實，可不懂說假話，你要我學，又是另一個價。"
Story/D_5_2_6_2_007,"那我就去睡一忽兒啦，真就睡一忽兒， 兩個時辰就回來交班。"
Story/D_5_2_6_2_006,"好吧，算你上道。"
Story/O_5_2_6_2_002,"勉為其難收下"
Story/D_5_2_6_2_005,"爛人，看招！"
Story/D_5_2_6_2_004,"什麼錢？到我手裡的就歸我了。"
Story/D_5_2_6_2_003,"叫你一聲師兄，你就得意忘形了是吧！ 算了，我不請你幫忙了，錢還我！"
Story/D_5_2_6_2_002,"那、那我再加點。"
